Random	 Average  of chlorophyll in the plant (ACHP)	 Plant height rate (PHR)	Average wet weight of the growth vege40tive (AWWGV)	Average leaf area of the plant (ALAP)	Average number of plant leaves (ANPL)	Average root diameter (ARD)	 Average dry weight of the root (ADWR)	 Percen40ge of dry matter for vege40tive growth (PDMVG)	Average root length (ARL)	Average wet weight of the root (AWWR)	 Average dry weight of vege40tive plants (ADWV)	Percen40ge of dry matter for root growth (PDMRG)	Class
1	45.90788069	53.04188679	1.582121829	875.5025693	3.994655634	14.93602634	0.829261491	22.1025257	14.92384311	2.14527332	0.355489782	38.15149367	40
2	40.9037168	51.74639733	1.264436639	658.4993262	2.97975872	14.23145983	0.635367537	14.69910965	15.96129836	1.903409127	0.187302058	33.75058017	40
1	45.90156485	53.0430992	1.565537413	875.5000115	4.007021819	14.92320432	0.79718504	22.10400345	14.94801325	2.150431201	0.33307047	38.15093855	40
1	45.91040683	53.0422056	1.569943781	875.5020564	3.988623534	14.92716006	0.809740984	22.10706844	14.91821569	2.140120206	0.35669046	38.12863752	40
3	36.59152309	55.90811417	1.027752475	739.2541716	3.003786954	13.84850929	0.465274994	21.97840671	13.54594773	1.449564384	0.228252988	32.50685813	40
2	40.90974982	51.72778995	1.306841033	658.5179939	2.996930442	14.23795449	0.638329245	14.7086836	15.9630458	1.916888282	0.186324393	33.72855733	40
1	45.91284899	53.0259663	1.577153726	875.5174072	3.986656968	14.92672309	0.830065116	22.09078451	14.93957526	2.127932709	0.341847804	38.14942371	40
1	45.88352497	53.04331123	1.563541977	875.5015722	3.997652427	14.93071762	0.805829506	22.11666395	14.93437832	2.123441988	0.329760774	38.18450251	40
3	36.61479913	55.8741885	1.015432957	739.2548896	3.005339814	13.84497851	0.468049414	21.95611379	13.541101	1.440704345	0.228752136	32.52413623	40
1	45.90385759	53.02027452	1.563133512	875.4845837	3.998993647	14.93994877	0.809541037	22.11220329	14.93328982	2.138819685	0.354384238	38.12738463	40
2	40.91551013	51.74559396	1.260271934	658.5075113	3.007424943	14.23719159	0.643445936	14.6949555	15.9753521	1.917776057	0.177455419	33.72355861	40
2	40.90102571	51.75926605	1.263288021	658.5319596	3.00449221	14.22706698	0.643982149	14.70049763	15.9529284	1.913036082	0.192406161	33.73215848	40
3	36.60780516	55.87286577	1.019949387	739.252529	3.004301164	13.83103661	0.459122436	21.98701562	13.56092817	1.441039692	0.23679251	32.50711157	40
3	36.59202028	55.88385108	1.037787237	739.2585632	2.979165962	13.84037781	0.46400654	21.95856873	13.55175393	1.450891244	0.238028805	32.49892835	40
3	36.58949343	55.88459347	1.008508342	739.2476042	2.994784843	13.84495493	0.474751477	21.97365872	13.5570252	1.461213346	0.225453997	32.51522324	40
2	40.89820125	51.73604675	1.259714559	658.523848	2.992804151	14.22589644	0.650202261	14.69276106	15.96075316	1.904355344	0.185190181	33.73898543	40
3	36.62056685	55.88015233	1.029684717	739.2520031	3.015009151	13.85055171	0.4652203	21.96815057	13.54071397	1.425730055	0.216634601	32.50083389	40
2	40.90898119	51.72431496	1.25288959	658.5380001	3.000003522	14.22756851	0.632512121	14.68338469	15.96191237	1.905489257	0.1762355	33.74231631	40
1	45.89470942	53.03659586	1.569593029	875.4954162	3.999983502	14.9210747	0.809975554	22.11083752	14.92436161	2.144225125	0.34802694	38.1470768	40
2	40.90021289	51.73738329	1.271118921	658.5093063	2.981687653	14.22445696	0.640384801	14.65928922	15.97460727	1.911303989	0.206179205	33.73605545	40
2	40.8990912	51.72907867	1.267303762	658.5249653	2.998644852	14.24116919	0.652406886	14.70934872	15.96818367	1.919500283	0.187267313	33.73835964	40
1	45.89089188	53.02448047	1.552892744	875.5008612	4.001417607	14.92265534	0.805368979	22.10245491	14.93518656	2.125562004	0.337912161	38.16151092	40
3	36.59247933	55.88470983	1.019822353	739.2614193	2.991606196	13.84983076	0.469127281	21.97890496	13.54312179	1.441667787	0.224052872	32.50138145	40
1	45.88154036	53.04162727	1.584735246	875.4958021	3.988064152	14.93616613	0.814774247	22.09804802	14.93758199	2.126216416	0.352672324	38.16493686	40
3	36.6102205	55.89976036	1.012395959	739.2523502	3.000647418	13.85590978	0.500229994	21.96850664	13.54170499	1.444546355	0.226771579	32.50595708	40
1	45.88975097	53.03124955	1.577697643	875.5112317	3.994848522	14.92995973	0.827066257	22.12495495	14.92279268	2.132136138	0.338814404	38.16714556	40
2	40.91409518	51.7417825	1.280131963	658.5248673	3.011488608	14.21959042	0.650710239	14.67781239	15.96682196	1.930326384	0.206555343	33.73309687	40
1	45.88611827	53.04583308	1.582284289	875.4767749	4.003698355	14.93987825	0.814236844	22.09793664	14.93372859	2.117325219	0.33917624	38.16118414	40
2	40.89288529	51.72913108	1.291989386	658.5215369	3.003571076	14.2365397	0.632618669	14.6653076	15.96335949	1.908327846	0.189504388	33.74151562	40
3	36.59664124	55.88870546	1.027757991	739.261731	2.991053082	13.85342917	0.458364976	21.99258093	13.53919326	1.443425669	0.227111148	32.5077168	40
2	40.88664053	51.73839377	1.265408725	658.5333542	2.995858523	14.22362804	0.647634173	14.6897796	15.9784988	1.894053579	0.200753618	33.73006249	40
1	45.91062421	53.02799756	1.58351554	875.4876352	4.010162594	14.94501246	0.818136065	22.11288313	14.94327164	2.1420052	0.337479181	38.16149866	40
1	45.90922151	53.04646363	1.57116296	875.5045458	3.990252941	14.94760975	0.833910933	22.1109871	14.94420669	2.133978015	0.349933619	38.12568856	40
3	36.59676975	55.87657706	1.035351879	739.2625334	3.001225104	13.86249044	0.464888223	21.96903635	13.55733327	1.450633118	0.234097661	32.49584796	40
1	45.89334983	53.04146247	1.583187582	875.5087022	3.991742488	14.93696993	0.805831674	22.11015248	14.93216703	2.129894191	0.352690662	38.15230528	40
3	36.59374945	55.87221223	1.026259014	739.2592381	3.001416344	13.86435681	0.48731184	21.98124803	13.5533904	1.457451768	0.232209496	32.49756822	40
1	45.90337778	53.05344862	1.57028271	875.4972166	4.00451626	14.93783718	0.79915271	22.13106588	14.92706683	2.153071761	0.354713555	38.13267179	40
1	45.91121192	53.03845205	1.579633991	875.505443	3.988437797	14.93336177	0.811920598	22.10970133	14.91802978	2.126604692	0.359611859	38.1548481	40
2	40.89370439	51.73584922	1.254353784	658.5344245	2.994434026	14.24365319	0.629912694	14.69425066	15.94099955	1.917676627	0.187704909	33.74038917	40
3	36.60935891	55.88183313	1.020242671	739.260918	2.996782788	13.85344533	0.473153852	21.9887353	13.55016115	1.446689348	0.220246796	32.49622292	40
1	45.89472059	53.04477394	1.593023719	875.5071128	3.992699009	14.93478831	0.818647167	22.10672383	14.91593538	2.14943792	0.344487613	38.16846272	40
3	36.5970732	55.9164001	1.026547203	739.2671761	3.010772543	13.84581077	0.47064477	21.97755018	13.55966398	1.449003301	0.223698133	32.50092841	40
2	40.90557459	51.72712918	1.27236459	658.4998104	3.007588217	14.23953353	0.640751348	14.70836695	15.96129613	1.903203984	0.192470769	33.74799541	40
1	45.88411919	53.03952196	1.583509866	875.5011015	3.992120866	14.94924375	0.812635749	22.09173808	14.92793181	2.138019904	0.335184241	38.14698872	40
2	40.88825359	51.74831544	1.276116315	658.5184035	2.995500936	14.23252073	0.649451133	14.67885909	15.96803055	1.91141793	0.185798474	33.72220038	40
2	40.90434516	51.76932962	1.286752456	658.5202899	3.009837413	14.22695493	0.637636045	14.69162976	15.95799772	1.888738725	0.193045315	33.7385108	40
2	40.91083024	51.7393864	1.284183916	658.5276982	3.00454499	14.24753434	0.652961976	14.71114269	15.94548272	1.918045655	0.167481257	33.73025748	40
3	36.5951282	55.89874098	1.022996004	739.2573363	2.981596812	13.86281895	0.485127463	21.96988647	13.55214506	1.44313653	0.218968545	32.50073486	40
3	36.6054974	55.88150532	1.01647706	739.2594471	3.001623647	13.85282731	0.448654967	21.9718873	13.55353927	1.45609969	0.217189274	32.50717567	40
2	40.90081771	51.7257689	1.275885435	658.5122072	2.997133941	14.25433516	0.628118972	14.66915141	15.96542748	1.902362251	0.207266901	33.74160654	40
1	45.88854382	53.05563277	1.572673991	875.5102148	3.993745142	14.9404288	0.822704893	22.11385725	14.92111049	2.131702954	0.334165461	38.14120557	40
2	40.89563257	51.7301676	1.287666721	658.515668	3.015977666	14.23663523	0.631835894	14.69017488	15.96537371	1.899273913	0.18922589	33.73666102	40
1	45.89478654	53.03148514	1.569031033	875.5100928	3.997530941	14.94717134	0.815997179	22.09307009	14.93899756	2.143401859	0.35154479	38.16420341	40
3	36.60232972	55.88940546	1.029736794	739.2589748	3.002780944	13.84490918	0.473959594	21.97431385	13.53647381	1.452499867	0.208627416	32.51469258	40
3	36.59187196	55.88297239	1.025927991	739.2518096	3.007875616	13.85287657	0.484713076	21.97719609	13.55574783	1.453387457	0.218674416	32.50696849	40
1	45.89010806	53.03922657	1.567228076	875.5043414	4.001036151	14.94012462	0.819371986	22.10891801	14.9282668	2.127025562	0.347461357	38.15347913	40
3	36.60423129	55.88711711	1.017399157	739.2604825	3.014341319	13.84085568	0.465342776	21.95942056	13.55124605	1.444633498	0.199797928	32.51973294	40
2	40.90750565	51.73328555	1.275631895	658.5120279	2.990629315	14.24828688	0.647663033	14.71344836	15.97553404	1.934428189	0.179728065	33.74105078	40
3	36.59694141	55.88164373	1.030288144	739.248132	2.998479387	13.86277604	0.476436536	21.97115046	13.54846435	1.463351514	0.23238395	32.50796656	40
2	40.88968377	51.72702216	1.269082877	658.53864	2.996023995	14.24772876	0.655530107	14.67478559	15.95314462	1.901154588	0.178298555	33.73485286	40
3	36.58848299	55.89311644	1.023160532	739.2555791	3.007856094	13.85578119	0.480199371	21.97076922	13.56528936	1.437193984	0.222174021	32.48116092	40
1	45.89102704	53.03933958	1.577106821	875.4956139	4.004154829	14.9451948	0.835336556	22.11421988	14.92552396	2.141818092	0.357061479	38.14790206	40
3	36.59100941	55.88415067	1.023831635	739.2497842	2.983780832	13.84475816	0.483484097	21.95742048	13.56735199	1.427950675	0.220209739	32.51092111	40
1	45.90503772	53.04210819	1.592127393	875.5085985	3.999789856	14.93917843	0.81819064	22.1093982	14.92792197	2.14244575	0.344868634	38.16441368	40
3	36.6241266	55.8981946	1.028768243	739.2579094	3.002976564	13.84827167	0.473136237	21.98341982	13.55720627	1.447272959	0.225983738	32.5024436	40
3	36.59418584	55.89201665	1.020219544	739.2514938	3.020951133	13.8487273	0.476763772	21.96810584	13.54559605	1.456436983	0.232008276	32.48884769	40
3	36.59751281	55.88085144	1.011207997	739.2701424	2.990889701	13.84900775	0.490764171	21.98003579	13.55526529	1.436999154	0.219058562	32.49917959	40
1	45.90972682	53.03811275	1.586608958	875.4912121	3.98063682	14.95259173	0.811925654	22.09819471	14.93331502	2.139067658	0.348575703	38.14367428	40
1	45.90327887	53.03328794	1.566522816	875.4993697	4.001338416	14.93507412	0.822094313	22.12249497	14.92683266	2.1405302	0.3578654	38.15681795	40
2	40.90447004	51.73669249	1.263910973	658.5160961	3.002168069	14.23661049	0.651474367	14.6773484	15.97279015	1.915502759	0.192711039	33.7505347	40
3	36.60598785	55.89595766	1.034250578	739.2611099	3.007540155	13.84386462	0.472592108	21.97590156	13.54970444	1.441014557	0.231492977	32.50486524	40
1	45.9063509	53.04969441	1.56026176	875.5074507	3.988920542	14.94194126	0.820869489	22.12394844	14.92411986	2.123696394	0.350732384	38.16537907	40
2	40.91345792	51.74092189	1.274602298	658.5365516	2.993459294	14.23855727	0.6389483	14.69044597	15.95063818	1.889861698	0.180547972	33.74674114	40
3	36.59472261	55.88655453	1.02316916	739.2759224	3.019413628	13.84419094	0.485731799	21.97723462	13.55002353	1.447093528	0.233902695	32.50787851	40
2	40.8870679	51.7265805	1.274886004	658.5144157	3.011982874	14.22885904	0.664226639	14.69792087	15.95984292	1.907523399	0.171550539	33.74067958	40
1	45.90324496	53.04136517	1.578072469	875.5219467	3.998170367	14.92826204	0.812558895	22.10660151	14.93557715	2.126094712	0.354866718	38.15157491	40
2	40.88621034	51.74351639	1.259927245	658.5022833	2.996604396	14.21795674	0.63780433	14.69329386	15.97207929	1.906461925	0.170555713	33.73083491	40
1	45.91652417	53.04279378	1.579475228	875.5053203	3.992874583	14.93305305	0.800295627	22.10640065	14.94290054	2.13366584	0.332793378	38.17002864	40
2	40.89924577	51.73679522	1.279488112	658.5164712	2.998175485	14.23171498	0.627130759	14.7013108	15.98003875	1.909296382	0.183032084	33.74283563	40
2	40.89464802	51.73804335	1.259458902	658.5079303	3.002224912	14.2355013	0.647152083	14.66601234	15.96678511	1.91223651	0.176360746	33.73312502	40
3	36.59891132	55.88020271	1.042401688	739.2415578	3.004298864	13.83582875	0.465829562	21.96498768	13.54628079	1.474766314	0.204082882	32.49215785	40
3	36.62024131	55.9143062	1.011878899	739.2557876	3.009084185	13.85222432	0.472241185	21.9723647	13.54570728	1.455396695	0.229450685	32.49651149	40
3	36.58073531	55.89750694	1.028103051	739.2521969	3.003126816	13.83884321	0.486657013	21.96765084	13.55293485	1.463783295	0.226162325	32.49773902	40
2	40.89892549	51.72864411	1.258598563	658.5282534	3.009186156	14.22799978	0.638378595	14.69948691	15.97017239	1.894695233	0.204380626	33.72091732	40
1	45.89036267	53.03408422	1.543413095	875.4997862	3.990046462	14.94815101	0.806745068	22.10850936	14.95008251	2.131240502	0.352289009	38.15877416	40
3	36.60069917	55.89899895	1.027805176	739.2533442	3.031073466	13.84632867	0.467161406	21.98795477	13.55815225	1.446978323	0.226357073	32.48753705	40
2	40.890621	51.74170144	1.271286452	658.5169129	2.999285801	14.2434604	0.650790346	14.69634894	15.972309	1.900592134	0.179629595	33.73106067	40
3	36.60445146	55.87538968	1.02015865	739.2532806	3.003798046	13.84543205	0.473256337	21.96717837	13.54495007	1.431534325	0.23074169	32.49045223	40
1	45.88371636	53.03172463	1.565366519	875.5022013	3.98519911	14.93609994	0.810284737	22.1033219	14.92950695	2.143185073	0.33129429	38.16933611	40
3	36.60808344	55.88071079	1.010129298	739.2573824	3.006335192	13.84733422	0.47020111	21.97949609	13.55968517	1.443693722	0.232384187	32.4937381	40
3	36.59988175	55.88219447	1.016728666	739.2684165	2.993206206	13.84872859	0.474078038	21.99926636	13.54410399	1.444141318	0.252084529	32.49383419	40
2	40.91806906	51.71917463	1.261841886	658.5071208	2.990931531	14.21305878	0.646417606	14.68583846	15.9689453	1.916487933	0.202094403	33.7337349	40
1	45.89404534	53.04877829	1.589050288	875.4795133	3.998849943	14.92997855	0.802871953	22.12523785	14.93269459	2.146083541	0.3635954	38.15559893	40
2	40.89838432	51.72227226	1.277987753	658.50965	2.986430956	14.21928122	0.666647724	14.68098163	15.96619874	1.905371684	0.172457438	33.742046	40
2	40.8981938	51.73924965	1.265741073	658.5157707	2.997911976	14.24143356	0.646698976	14.68971337	15.95771327	1.919324661	0.185022806	33.74520132	40
2	40.90996466	51.71544553	1.266574015	658.5138979	2.982978395	14.23674465	0.646742397	14.69711998	15.96936422	1.916708935	0.182333009	33.73941098	40
3	36.59961256	55.88981498	1.015950981	739.266755	2.98785539	13.86199578	0.454941572	21.96467257	13.54454332	1.434580396	0.230741895	32.48042606	40
2	40.89752068	51.72726862	1.284355235	658.5225474	2.9754306	14.23396745	0.632950671	14.69944591	15.96792465	1.911073969	0.184209794	33.74444224	40
1	45.89415625	53.03814266	1.561887105	875.5166492	4.007018182	14.94641366	0.77656861	22.11192489	14.92486423	2.121813083	0.372242035	38.14096664	40
1	45.90795162	53.02993847	1.577036315	875.5052736	4.010405958	14.93445626	0.816241802	22.10360783	14.93109525	2.150352849	0.372637747	38.15189445	40
1	45.9039999	53.04825895	1.587906569	875.4946027	4.01616263	14.94586746	0.801431809	22.12031417	14.93374763	2.156977525	0.3549727	38.15577835	40
2	40.90302025	51.75272328	1.266137381	658.5230443	3.000892786	14.22534982	0.633402097	14.69724498	15.94680435	1.899393364	0.194302256	33.72992201	40
3	36.60145804	55.90306732	1.04559729	739.2608316	3.002222327	13.87368295	0.462333032	21.966242	13.54392383	1.463677326	0.227794239	32.49962495	40
1	45.89622081	53.05048853	1.574141849	875.5022472	3.994208248	14.92581727	0.818769103	22.0989122	14.9109264	2.135176043	0.353620845	38.15406725	40
2	40.90759403	51.72953289	1.270641605	658.5144041	3.012117291	14.23115277	0.647176982	14.68424207	15.95035188	1.921608699	0.183687594	33.73068253	40
3	36.58772697	55.89713696	1.028801557	739.2651415	2.984820735	13.84232085	0.463301913	21.96469607	13.54058777	1.458760169	0.214709906	32.5018647	40
1	45.88184351	53.03717924	1.574371096	875.5026171	4.00451537	14.93294253	0.788782313	22.11044406	14.92997139	2.11921368	0.340984325	38.15425558	40
2	40.900675	51.73124277	1.273477188	658.5235317	3.006618238	14.22989337	0.632549856	14.6889839	15.97110018	1.897851082	0.184649916	33.74248212	40
2	40.89216102	51.72895069	1.270222251	658.5200123	3.00816936	14.25410802	0.647963724	14.6922346	15.97914563	1.910757082	0.186369686	33.74492135	40
1	45.90651056	53.04857425	1.584389031	875.4880712	3.997055708	14.91609155	0.810045634	22.096579	14.93635771	2.144592589	0.366755563	38.15091544	40
1	45.89858587	53.0381745	1.566992056	875.478645	3.999750664	14.9147383	0.804816349	22.11706683	14.91683361	2.140590552	0.363969315	38.17468153	40
3	36.61579578	55.85865474	1.020889102	739.2791393	3.007491901	13.84343952	0.463814901	21.96938184	13.5454109	1.444571029	0.227905577	32.49497561	40
3	36.59463383	55.89443785	1.021628467	739.2584774	3.01626699	13.84262256	0.4736655	21.96789699	13.56239425	1.440277374	0.222724072	32.50606964	40
2	40.8950921	51.75017155	1.272133793	658.5177189	2.991207588	14.23425602	0.63939601	14.68344473	15.95634637	1.917947238	0.184626198	33.72308809	40
3	36.5967428	55.8874791	1.007168094	739.2497697	3.014676921	13.8360445	0.458910269	21.97005883	13.56688791	1.431838506	0.208547899	32.49984165	40
1	45.91531358	53.04495004	1.576178549	875.5125338	3.999778127	14.93446951	0.827812165	22.10813649	14.92611485	2.135840457	0.335863335	38.16905811	40
2	40.89831407	51.73169707	1.277606924	658.5194122	3.00542808	14.21076373	0.662654284	14.69994784	15.96981845	1.897371083	0.206434659	33.7433336	40
3	36.59123229	55.88171382	1.031570498	739.2548083	3.014519353	13.84915594	0.470047794	21.97676354	13.57947545	1.456579958	0.222858444	32.50843318	40
3	36.60975032	55.89957431	1.034811339	739.2694021	2.992643817	13.84964928	0.472955961	21.96052393	13.56151008	1.444521928	0.224059712	32.49846872	40
3	36.60536635	55.88206887	1.037564909	739.2461062	3.002424162	13.84857624	0.462013004	21.9751906	13.54355209	1.449048399	0.225326765	32.51289901	40
2	40.89045451	51.71519087	1.278187637	658.5206757	2.999976508	14.23853393	0.639457293	14.67499009	15.95385355	1.926608569	0.186634764	33.71798568	40
3	36.60209655	55.89882294	1.009637735	739.2453682	2.994669642	13.82602623	0.46418836	21.97869736	13.5287143	1.441858888	0.215999156	32.51643106	40
1	45.89925712	53.03227539	1.57104947	875.4851222	3.991291835	14.95634077	0.807887664	22.10217204	14.93216595	2.127919049	0.345069306	38.14865442	40
2	40.88944801	51.72961453	1.282334838	658.5016362	3.005656407	14.22606602	0.640212154	14.66920103	15.96473753	1.903862483	0.186663814	33.75167315	40
3	36.60107361	55.89004644	1.039894551	739.2376882	2.990772379	13.85152716	0.470959819	21.96260955	13.55831216	1.448260623	0.237824887	32.51546382	40
1	45.90543537	53.0544407	1.558936175	875.5045947	3.975019962	14.92846319	0.824805053	22.09876252	14.94911847	2.121676768	0.346363256	38.15620825	40
2	40.90525148	51.73738045	1.270693155	658.5105043	2.988051019	14.21659243	0.637301353	14.6778451	15.98389154	1.925362715	0.188574001	33.73128734	40
2	40.90697959	51.74422739	1.276719255	658.5165003	2.994813789	14.22557368	0.649108863	14.69105639	15.99330073	1.928576269	0.18969136	33.73667869	40
3	36.59500069	55.89199174	1.01607005	739.2518756	2.995198293	13.85579778	0.462919746	21.96325284	13.52876073	1.447691873	0.229699974	32.50545051	40
3	36.59551929	55.88590772	1.031232802	739.2735017	3.011817783	13.83281337	0.478351429	21.97490393	13.56593052	1.444369655	0.242453515	32.50422403	40
3	36.60073392	55.89428286	1.027754865	739.2509753	2.979330387	13.85268195	0.465545466	21.9702475	13.54896785	1.431733592	0.215301757	32.50350508	40
2	40.89625901	51.75744883	1.282683808	658.5224331	3.001279542	14.25407647	0.656686313	14.69234572	15.96199806	1.904727238	0.20888286	33.74724704	40
3	36.58844005	55.8851485	1.020153777	739.2664112	2.98837715	13.86282415	0.473816669	21.9691722	13.55631006	1.4447329	0.220661718	32.49807631	40
3	36.5954613	55.88662389	1.019699298	739.2429233	3.004728448	13.85803597	0.457328894	21.96981504	13.5607806	1.462992289	0.232661572	32.50449456	40
2	40.90102249	51.73459387	1.279715133	658.5096452	2.989384935	14.21624515	0.655299896	14.71163396	15.97533147	1.906304405	0.173697746	33.71769311	40
3	36.59809291	55.88737828	1.027912585	739.2477208	2.99710152	13.84038601	0.462861084	21.9823651	13.53279406	1.46138235	0.244844612	32.50881549	40
1	45.89126916	53.03478845	1.565276665	875.5051607	3.999473861	14.95251488	0.839946758	22.10592666	14.94438679	2.141754294	0.337163851	38.1492411	40
3	36.60140721	55.8922885	1.015952644	739.2531679	2.986364564	13.84504978	0.451209423	21.9659605	13.53550001	1.438945051	0.226259273	32.48514826	40
1	45.90859393	53.04079018	1.590743631	875.4836882	4.002783505	14.93798337	0.799714909	22.13004607	14.92827474	2.14933745	0.342784995	38.15488183	40
3	36.57671547	55.88904012	1.024805071	739.2690065	3.003480662	13.84275788	0.457122601	21.97260213	13.55418615	1.440880635	0.227372492	32.50617791	40
1	45.90518905	53.03732139	1.586339037	875.4983668	3.991267194	14.93312689	0.803135603	22.11581365	14.93497647	2.147074351	0.357037038	38.1490713	40
2	40.90932727	51.75508981	1.277052151	658.5235044	3.013997823	14.23930161	0.649760842	14.69062657	15.95886508	1.91493398	0.188514667	33.7218953	40
2	40.89435684	51.73248246	1.276758504	658.5137987	3.015722386	14.2481429	0.635994608	14.68903247	15.95455703	1.907864704	0.196580734	33.73046202	40
3	36.59755766	55.89819388	1.020668052	739.2595274	2.980480196	13.84445138	0.475851469	21.97826849	13.55890339	1.453824363	0.231532937	32.49834023	40
2	40.90836233	51.73440614	1.269695017	658.5147825	2.986325771	14.25413251	0.655652995	14.70203168	15.97075836	1.909969792	0.18175968	33.73395929	40
2	40.90558275	51.74077807	1.268496308	658.5062049	3.026417935	14.23489089	0.643786747	14.67976625	15.9668461	1.903564956	0.18756173	33.73721548	40
3	36.60770132	55.89186145	1.034342675	739.2588501	2.992269888	13.85539127	0.468283194	21.96693456	13.53381415	1.436672483	0.23905529	32.5012398	40
1	45.89910476	53.03990553	1.576483143	875.5133328	4.001317673	14.93484526	0.817498334	22.10205743	14.91484672	2.146264668	0.353792603	38.1466271	40
2	40.8988409	51.7339456	1.273209403	658.5105975	2.987104792	14.24034548	0.659571808	14.67951223	15.9647177	1.904229427	0.183568243	33.73251741	40
2	40.90046796	51.7339728	1.272427382	658.5228881	3.010402151	14.23460766	0.659390372	14.68006908	15.95222424	1.920423056	0.181273669	33.74150717	40
2	40.88128651	51.75665067	1.264861122	658.5328931	2.998794994	14.24347238	0.645641423	14.69119003	15.9776545	1.913146612	0.194324626	33.75009618	40
2	40.90597407	51.73604324	1.279265072	658.5241879	2.996162002	14.23083175	0.645498764	14.70444243	15.95583209	1.918751529	0.196696578	33.73285318	40
2	40.90678817	51.74895649	1.277318963	658.5212636	3.009119438	14.23896313	0.647008274	14.69783479	15.94466513	1.903245249	0.209856665	33.73611596	40
2	40.885271	51.74610495	1.282874712	658.5283362	3.005669411	14.23688156	0.643842693	14.71011713	15.96530127	1.905117972	0.199970135	33.73571229	40
2	40.91934712	51.72477568	1.276068007	658.5326095	3.014546583	14.2212205	0.628478189	14.68405463	15.95644484	1.923968896	0.201846545	33.73200387	40
2	40.91110064	51.73785139	1.266657842	658.5024166	2.998650064	14.22919919	0.642241273	14.69020567	15.95437211	1.899152208	0.179560221	33.73111007	40
3	36.60582734	55.90773662	1.022956098	739.255369	3.002192231	13.84690237	0.469036509	21.96581073	13.53239401	1.442160186	0.222607719	32.49535126	40
2	40.89332716	51.7145729	1.269448444	658.5459011	2.988412589	14.22086022	0.635745285	14.69122573	15.96982445	1.910289469	0.195216846	33.73532685	40
2	40.90207514	51.73160271	1.288540062	658.5254303	3.001881425	14.23851519	0.662959999	14.68879412	15.96398756	1.90498403	0.190100339	33.73256548	40
1	45.89985515	53.03922546	1.571921054	875.5209298	3.995063649	14.92282483	0.830160069	22.0995246	14.92956964	2.143418141	0.348094873	38.16608969	40
3	36.59965456	55.88242563	1.026246844	739.2487544	2.998345919	13.84637286	0.488330873	21.95480359	13.54363336	1.439080177	0.235026271	32.51747309	40
2	40.89042529	51.73991489	1.279425754	658.5039015	2.975152331	14.22827537	0.65786881	14.69455381	15.97354096	1.908346458	0.191077646	33.74019063	40
3	36.58781176	55.90085947	1.007605601	739.2442472	3.016204039	13.83683086	0.480248106	21.98129975	13.56679806	1.441001103	0.222031313	32.50687966	40
3	36.59149462	55.88348349	1.019648022	739.2673131	2.998692216	13.84642865	0.471126974	21.95626251	13.54014998	1.447367553	0.224746183	32.49384332	40
1	45.91472578	53.04838076	1.56686592	875.4994533	3.995972373	14.91852262	0.825930146	22.11174599	14.92530768	2.121136759	0.348559014	38.14532755	40
3	36.61490793	55.8949194	1.013499152	739.2487462	2.998059455	13.84064436	0.467385188	21.97078101	13.56672419	1.4477682	0.211364811	32.50824748	40
2	40.89553602	51.75123642	1.276206408	658.5158456	3.000172971	14.20985408	0.647247664	14.68744055	15.96384971	1.89432594	0.183570909	33.74373432	40
3	36.59758357	55.91135344	1.026734868	739.260603	2.995976774	13.84981931	0.481719198	21.99433169	13.54428807	1.451030065	0.222289621	32.49248264	40
3	36.5907542	55.88338798	1.00310195	739.2543662	3.006782003	13.85651932	0.474361415	21.95948152	13.55661862	1.435181945	0.236915327	32.50666846	40
3	36.59120579	55.89302153	1.038660181	739.2506924	3.012391248	13.8520139	0.456845811	21.96046186	13.54464753	1.454856076	0.221565936	32.51590972	40
3	36.60253094	55.8849478	1.023864826	739.2668455	2.988007188	13.84454725	0.482265802	21.97588362	13.54733367	1.441767989	0.214794696	32.50853586	40
1	45.91082436	53.04227994	1.562190527	875.497668	4.017610103	14.92906636	0.814451351	22.11826646	14.93128784	2.123717168	0.33721839	38.13847015	40
3	36.59164545	55.87441927	1.003478913	739.2484738	3.00380987	13.83590128	0.474470097	21.96370125	13.5397302	1.448826987	0.222628221	32.50204258	40
3	36.6151381	55.89033819	1.031582807	739.2510786	3.005476312	13.86268907	0.490897464	21.99889771	13.55735439	1.462976873	0.222985008	32.48894775	40
3	36.59406895	55.89566549	1.030576977	739.2510135	2.984745076	13.83266048	0.464577787	21.98862551	13.55720823	1.446417517	0.240190211	32.49472974	40
2	40.89740309	51.74623215	1.276770199	658.5089609	3.003620469	14.21408263	0.639170991	14.67267947	15.95347849	1.917850218	0.189645984	33.73128103	40
3	36.59491993	55.89656036	1.034648997	739.2423313	3.001869088	13.84824476	0.466046	21.97757013	13.5589093	1.453176804	0.230746319	32.49956991	40
3	36.60579424	55.89158122	1.00902864	739.2727846	2.97901795	13.8564539	0.461648001	21.96612206	13.5547242	1.449539346	0.235645432	32.52310646	40
3	36.59915092	55.87438819	1.011177461	739.2613976	3.010862733	13.85692709	0.465443445	21.95714052	13.55240846	1.425139694	0.235540807	32.49151925	40
2	40.9248205	51.75860082	1.269055262	658.5226487	3.006455846	14.23814672	0.622750059	14.69574216	15.96912767	1.914835859	0.191498507	33.73044209	40
3	36.59666122	55.88843814	1.010651044	739.2712339	2.987388757	13.85052962	0.476603012	21.95953423	13.55503794	1.448272399	0.203482223	32.51123239	40
